log_id,source_node,target_node,edge_type,label,source_node_degree,edge_interaction_count,source_node_age_normalized,source_privilege_level,source_historical_risk,target_resource_criticality,is_cross_account
synthetic_cloudtrail.csv:566,arn:aws:iam::654616449314:user/pzvahq,db-fjcpcb,DescribeDBInstances,0,7,1,0.00431712962962963,1,0.1232,2,1
synthetic_cloudtrail.csv:567,arn:aws:iam::654616449314:user/pzvahq,role-kimbrh,ListGroupsForUser,0,8,1,0.004930555555555555,1,0.11,4,1
synthetic_cloudtrail.csv:568,arn:aws:iam::654616449314:user/pzvahq,aws_service,ModifyInstanceAttribute,0,9,2,0.0052662037037037035,1,0.0957,3,1
synthetic_cloudtrail.csv:569,arn:aws:iam::654616449314:user/pzvahq,i-gqrugjheqyrluewyr,StartInstances,0,10,1,0.006400462962962963,1,0.0837,3,1
synthetic_cloudtrail.csv:570,arn:aws:iam::654616449314:user/pzvahq,alias/bzmquu,DescribeKey,0,11,1,0.006689814814814815,1,0.0741,5,1
synthetic_cloudtrail.csv:571,arn:aws:iam::654616449314:user/pzvahq,aws_service,GetBucketLogging,0,12,3,0.006805555555555555,1,0.0699,3,1
synthetic_cloudtrail.csv:572,arn:aws:iam::654616449314:user/pzvahq,aws_service,DescribeSubnets,0,13,4,0.007928240740740741,1,0.0634,3,1
synthetic_cloudtrail.csv:573,arn:aws:iam::654616449314:user/pzvahq,i-yilrnfznnmuhcpiis,DescribeInstances,0,14,1,0.008263888888888888,1,0.0628,3,1
synthetic_cloudtrail.csv:574,arn:aws:iam::654616449314:user/pzvahq,/app/qrdtnv/config,GetParameter,0,15,1,0.008877314814814815,1,0.0572,2,1
synthetic_cloudtrail.csv:575,arn:aws:iam::654616449314:user/pzvahq,data-fispzr-bucket,GetBucketPolicy,0,16,1,0.009953703703703704,1,0.0605,3,1
synthetic_cloudtrail.csv:576,arn:aws:iam::450327650019:user/mevuag,aws_service,DescribeDBInstances,0,1,1,0.0,0,0.015,2,1
synthetic_cloudtrail.csv:577,arn:aws:iam::450327650019:user/mevuag,fn-wflrnz,ListFunctions,0,2,1,0.0007060185185185185,0,0.0301,2,1
synthetic_cloudtrail.csv:578,arn:aws:iam::450327650019:user/mevuag,aws_service,DescribeDBInstances,0,3,2,0.0012847222222222223,0,0.0356,2,1
synthetic_cloudtrail.csv:579,arn:aws:iam::450327650019:user/mevuag,role-zhqhft,ListRolePolicies,0,4,1,0.0023032407407407407,0,0.0474,4,1
synthetic_cloudtrail.csv:580,arn:aws:iam::450327650019:user/mevuag,prod/db/uglcsk,GetSecretValue,0,5,1,0.0027314814814814814,0,0.1738,5,1
synthetic_cloudtrail.csv:581,arn:aws:iam::450327650019:user/mevuag,data-vyifol-bucket,GetBucketLogging,0,6,1,0.003263888888888889,0,0.139,3,1
synthetic_cloudtrail.csv:582,arn:aws:iam::450327650019:user/mevuag,role-flutuw,GetRole,0,7,1,0.004074074074074074,0,0.116,4,1
synthetic_cloudtrail.csv:583,arn:aws:iam::450327650019:user/mevuag,data-palxcy-bucket,GetBucketAcl,0,8,1,0.004780092592592593,0,0.0897,3,1
synthetic_cloudtrail.csv:584,arn:aws:iam::450327650019:user/mevuag,data-xphjtu-bucket,GetBucketAcl,0,9,1,0.0050810185185185186,0,0.0711,3,1
synthetic_cloudtrail.csv:585,arn:aws:iam::450327650019:user/mevuag,alias/ldwdro,DescribeKey,0,10,1,0.006053240740740741,0,0.0648,5,1
synthetic_cloudtrail.csv:586,arn:aws:iam::450327650019:user/mevuag,data-evyehx-bucket,GetBucketAcl,0,11,1,0.007025462962962963,0,0.0535,3,1
synthetic_cloudtrail.csv:587,arn:aws:iam::450327650019:user/mevuag,aws_service,StartInstances,0,12,3,0.007349537037037037,1,0.0535,3,1
synthetic_cloudtrail.csv:588,arn:aws:iam::450327650019:user/mevuag,prod/db/mhhqiz,GetSecretValue,0,13,1,0.007615740740740741,1,0.1738,5,1
synthetic_cloudtrail.csv:589,arn:aws:iam::450327650019:user/mevuag,alias/jlsvwq,ListKeys,0,14,1,0.007766203703703704,1,0.1342,5,1
synthetic_cloudtrail.csv:590,arn:aws:iam::450327650019:user/mevuag,role-jtygqa,GetRole,0,15,1,0.009085648148148148,1,0.1119,4,1
synthetic_cloudtrail.csv:591,arn:aws:iam::450327650019:user/mevuag,i-urrfbzxsitpmtstxi,DescribeSubnets,0,16,1,0.009375,1,0.0924,3,1
synthetic_cloudtrail.csv:592,arn:aws:iam::450327650019:user/mevuag,role-kvmwzh,GetRole,0,17,1,0.009965277777777778,1,0.082,4,1
synthetic_cloudtrail.csv:593,arn:aws:iam::450327650019:user/mevuag,alias/pgodfr,ListKeys,0,18,1,0.010821759259259258,1,0.0696,5,1
synthetic_cloudtrail.csv:594,arn:aws:iam::450327650019:user/mevuag,aws_service,DescribeSecurityGroups,0,19,4,0.011666666666666667,1,0.0623,3,1
synthetic_cloudtrail.csv:595,arn:aws:iam::450327650019:user/mevuag,i-xrngbcdaetrzhdppl,StartInstances,0,20,1,0.011747685185185186,1,0.0591,3,1
synthetic_cloudtrail.csv:596,unknown_principal,role-zydvkh,AssumeRole,0,81,1,1.0,1,0.1455,2,0
synthetic_cloudtrail.csv:597,unknown_principal,role-actrbo,AssumeRole,0,82,1,1.0,1,0.1599,2,0
synthetic_cloudtrail.csv:598,unknown_principal,role-rgvsqq,AssumeRole,0,83,1,1.0,1,0.1691,2,0
synthetic_cloudtrail.csv:599,unknown_principal,role-ytobhr,AssumeRole,0,84,1,1.0,1,0.1746,2,0
synthetic_cloudtrail.csv:600,unknown_principal,role-ohkhdu,AssumeRole,0,85,1,1.0,1,0.1776,2,0
synthetic_cloudtrail.csv:601,unknown_principal,role-xeruws,AssumeRole,0,86,1,1.0,1,0.1789,2,0
synthetic_cloudtrail.csv:602,unknown_principal,role-ycolxe,AssumeRole,0,87,1,1.0,1,0.1789,2,0
synthetic_cloudtrail.csv:603,unknown_principal,role-ysjpmp,AssumeRole,0,88,1,1.0,1,0.1782,2,0
synthetic_cloudtrail.csv:604,unknown_principal,data-fbacfd-bucket,GetBucketAcl,0,89,1,1.0,1,0.1328,3,0
synthetic_cloudtrail.csv:605,unknown_principal,role-ksxhzr,AssumeRole,0,90,1,1.0,1,0.1451,2,0
synthetic_cloudtrail.csv:606,unknown_principal,data-npwybm-bucket,GetBucketAcl,0,91,1,1.0,1,0.1095,3,0
synthetic_cloudtrail.csv:607,unknown_principal,data-ffptqs-bucket,GetBucketAcl,0,92,1,1.0,1,0.0844,3,0
synthetic_cloudtrail.csv:608,unknown_principal,data-ofgchw-bucket,GetBucketAcl,0,93,1,1.0,1,0.0667,3,0
synthetic_cloudtrail.csv:609,unknown_principal,role-tesfzs,AssumeRole,0,94,1,1.0,1,0.0981,2,0
synthetic_cloudtrail.csv:610,arn:aws:iam::296121061495:user/hqmxcd,i-tsbiufktxfwigzqtc,DescribeSubnets,0,1,1,0.0,0,0.0136,3,1
synthetic_cloudtrail.csv:611,arn:aws:iam::296121061495:user/hqmxcd,role-mllfqp,GetUser,0,2,1,0.001238425925925926,0,0.0275,4,1
synthetic_cloudtrail.csv:612,arn:aws:iam::296121061495:user/hqmxcd,prod/db/vkzrow,PutSecretValue,0,3,1,0.0022916666666666667,1,0.038,5,1
synthetic_cloudtrail.csv:613,arn:aws:iam::296121061495:user/hqmxcd,aws_service,DescribeSecurityGroups,0,4,1,0.003611111111111111,1,0.0399,3,1
synthetic_cloudtrail.csv:614,arn:aws:iam::296121061495:user/hqmxcd,i-zoqxwjaqnlmxahuxc,DescribeSubnets,0,5,1,0.004201388888888889,1,0.0411,3,1
synthetic_cloudtrail.csv:615,arn:aws:iam::296121061495:user/hqmxcd,data-qrputd-bucket,GetBucketAcl,0,6,1,0.005590277777777777,1,0.0363,3,1
synthetic_cloudtrail.csv:616,arn:aws:iam::296121061495:user/hqmxcd,aws_service,DescribeSecurityGroups,0,7,2,0.006493055555555556,1,0.0383,3,1
synthetic_cloudtrail.csv:617,arn:aws:iam::296121061495:user/hqmxcd,/app/ozcdie/config,GetParameter,0,8,1,0.007442129629629629,1,0.0396,2,1
synthetic_cloudtrail.csv:618,arn:aws:iam::296121061495:user/hqmxcd,aws_service,DescribeSubnets,0,9,3,0.008657407407407407,1,0.0406,3,1
synthetic_cloudtrail.csv:619,arn:aws:iam::296121061495:user/hqmxcd,aws_service,DescribeSubnets,0,10,4,0.00962962962962963,1,0.0409,3,1
synthetic_cloudtrail.csv:620,arn:aws:iam::296121061495:user/hqmxcd,data-cvqadm-bucket,GetBucketLogging,0,11,1,0.010081018518518519,1,0.0453,3,1
synthetic_cloudtrail.csv:621,arn:aws:iam::296121061495:user/hqmxcd,alias/vfuijy,DescribeKey,0,12,1,0.010868055555555556,1,0.0462,5,1
synthetic_cloudtrail.csv:622,arn:aws:iam::033363615931:user/hxvhff,prod/db/wpzgun,GetSecretValue,0,1,1,0.0,0,0.1324,5,1
synthetic_cloudtrail.csv:623,arn:aws:iam::033363615931:user/hxvhff,prod/db/ftwmfa,PutSecretValue,0,2,1,0.0001388888888888889,1,0.1106,5,1
synthetic_cloudtrail.csv:624,arn:aws:iam::033363615931:user/hxvhff,aws_service,GetRole,0,3,1,0.00038194444444444446,1,0.0941,4,1
synthetic_cloudtrail.csv:625,arn:aws:iam::033363615931:user/hxvhff,aws_service,GetRegionOptStatus,0,4,2,0.0005092592592592592,1,0.0884,2,1
synthetic_cloudtrail.csv:626,arn:aws:iam::033363615931:user/hxvhff,aws_service,GetUser,0,5,3,0.0010763888888888889,1,0.0792,4,1
synthetic_cloudtrail.csv:627,arn:aws:iam::033363615931:user/hxvhff,i-tgarfbhxddgqhicuh,ModifyInstanceAttribute,0,6,1,0.0018402777777777777,1,0.0734,3,1
synthetic_cloudtrail.csv:628,arn:aws:iam::033363615931:user/hxvhff,/app/abxedk/config,DescribeInstanceInformation,0,7,1,0.002905092592592593,1,0.0659,2,1
synthetic_cloudtrail.csv:629,arn:aws:iam::033363615931:user/hxvhff,prod/db/gzgytb,GetSecretValue,0,8,1,0.003761574074074074,1,0.1747,5,1
synthetic_cloudtrail.csv:630,arn:aws:iam::033363615931:user/hxvhff,aws_service,GetParameter,0,9,4,0.0043518518518518515,1,0.1348,2,1
synthetic_cloudtrail.csv:631,arn:aws:iam::033363615931:user/hxvhff,/app/htvysq/config,GetParameter,0,10,1,0.005150462962962963,1,0.1065,2,1
synthetic_cloudtrail.csv:632,arn:aws:iam::571863735532:user/rwripe,role-kuryle,ListAttachedUserPolicies,0,1,1,0.0,0,0.0214,4,1
synthetic_cloudtrail.csv:633,arn:aws:iam::571863735532:user/rwripe,prod/db/nodamr,ListSecrets,0,2,1,0.00011574074074074075,0,0.0387,5,1
synthetic_cloudtrail.csv:634,arn:aws:iam::571863735532:user/rwripe,role-ijiqsq,ListGroups,0,3,1,0.0002662037037037037,0,0.0521,4,1
synthetic_cloudtrail.csv:635,arn:aws:iam::571863735532:user/rwripe,role-ghlnme,GetAccountAuthorizationDetails,0,4,1,0.00038194444444444446,0,0.1365,4,1
synthetic_cloudtrail.csv:636,arn:aws:iam::571863735532:user/rwripe,mgmt-trail-acwllm,DescribeTrails,0,5,1,0.0005902777777777778,0,0.116,2,1
synthetic_cloudtrail.csv:637,arn:aws:iam::571863735532:user/rwripe,role-qdamdo,ListUsers,0,6,1,0.000625,0,0.124,4,1
synthetic_cloudtrail.csv:638,arn:aws:iam::571863735532:user/rwripe,role-qdcbhx,GetCallerIdentity,0,7,1,0.0009027777777777777,0,0.1318,2,1
synthetic_cloudtrail.csv:639,arn:aws:iam::571863735532:user/rwripe,role-maglgl,ListRoles,0,8,1,0.0012037037037037038,0,0.116,4,1
synthetic_cloudtrail.csv:640,arn:aws:iam::571863735532:user/rwripe,role-yrrpdw,CreateRole,1,9,1,0.0015625,1,0.3169,4,1
synthetic_cloudtrail.csv:641,arn:aws:iam::571863735532:user/rwripe,role-yrrpdw,AttachRolePolicy,1,10,2,0.0019560185185185184,1,0.2861,4,1
synthetic_cloudtrail.csv:642,arn:aws:iam::571863735532:user/rwripe,i-opjerbynzfloooqpv,StopInstances,0,11,1,0.0028819444444444444,1,0.2176,3,1
synthetic_cloudtrail.csv:643,arn:aws:iam::571863735532:user/rwripe,aws_service,DescribeSubnets,0,12,1,0.0038657407407407408,1,0.1645,3,1
synthetic_cloudtrail.csv:644,arn:aws:iam::639755451721:user/qnxbkt,aws_service,DescribeSecurityGroups,0,1,1,0.0,0,0.0125,3,1
synthetic_cloudtrail.csv:645,arn:aws:iam::639755451721:user/qnxbkt,i-ilufsxcwkvbwaweoq,DescribeInstances,0,2,1,0.00010416666666666667,0,0.0267,3,1
synthetic_cloudtrail.csv:646,arn:aws:iam::778730691488:user/jgepii,prod/db/bkphww,GetSecretValue,0,1,1,0.0,0,0.125,5,1
synthetic_cloudtrail.csv:647,arn:aws:iam::778730691488:user/jgepii,role-gdxnzv,GetUser,0,2,1,0.00011574074074074075,0,0.1042,4,1
synthetic_cloudtrail.csv:648,arn:aws:iam::639755451721:user/qnxbkt,data-dpzcpp-bucket,GetBucketLogging,0,3,1,0.000787037037037037,0,0.0348,3,1
synthetic_cloudtrail.csv:649,arn:aws:iam::778730691488:user/jgepii,aws_service,GetUser,0,3,1,0.00028935185185185184,0,0.089,4,1
synthetic_cloudtrail.csv:650,arn:aws:iam::778730691488:user/jgepii,data-awkhqx-bucket,GetBucketPolicy,0,4,1,0.0005208333333333333,0,0.0819,3,1
synthetic_cloudtrail.csv:651,arn:aws:iam::778730691488:user/jgepii,i-uluzccjiofwwolmpw,DescribeVpcs,0,5,1,0.000925925925925926,0,0.0723,3,1
synthetic_cloudtrail.csv:652,arn:aws:iam::778730691488:user/jgepii,prod/db/csskcc,GetSecretValue,0,6,1,0.0010532407407407407,0,0.1722,5,1
synthetic_cloudtrail.csv:653,arn:aws:iam::778730691488:user/jgepii,aws_service,ModifyDBInstance,0,7,2,0.0015162037037037036,1,0.147,2,1
synthetic_cloudtrail.csv:654,arn:aws:iam::639755451721:user/qnxbkt,aws_service,GetBucketLogging,0,4,2,0.0021527777777777778,0,0.0399,3,1
synthetic_cloudtrail.csv:655,arn:aws:iam::778730691488:user/jgepii,role-cbwgyc,GetUser,0,8,1,0.0022569444444444442,1,0.1184,4,1
synthetic_cloudtrail.csv:656,arn:aws:iam::639755451721:user/qnxbkt,aws_service,GetRegionOptStatus,0,5,3,0.0029745370370370373,0,0.0493,2,1
synthetic_cloudtrail.csv:657,arn:aws:iam::639755451721:user/qnxbkt,aws_service,GetRolePolicy,0,6,4,0.0030787037037037037,0,0.055,4,1
synthetic_cloudtrail.csv:658,arn:aws:iam::778730691488:user/jgepii,i-wbzsoosplqcoxjeef,DescribeSecurityGroups,0,9,1,0.002777777777777778,1,0.0951,3,1
synthetic_cloudtrail.csv:659,arn:aws:iam::639755451721:user/qnxbkt,role-pbnmiq,GetRole,0,7,1,0.0043287037037037035,0,0.0546,4,1
synthetic_cloudtrail.csv:660,arn:aws:iam::639755451721:user/qnxbkt,i-taifohdnyvvydmlaa,DescribeSecurityGroups,0,8,1,0.004699074074074074,0,0.05,3,1
synthetic_cloudtrail.csv:661,arn:aws:iam::639755451721:user/qnxbkt,/app/ossneg/config,GetParameter,0,9,1,0.00494212962962963,0,0.0469,2,1
synthetic_cloudtrail.csv:662,arn:aws:iam::639755451721:user/qnxbkt,role-hrnxqx,GetUser,0,10,1,0.006261574074074074,0,0.0478,4,1
synthetic_cloudtrail.csv:663,arn:aws:iam::639755451721:user/qnxbkt,role-bmhggd,ListGroupsForUser,0,11,1,0.007372685185185185,0,0.056,4,1
synthetic_cloudtrail.csv:664,arn:aws:iam::639755451721:user/qnxbkt,/app/ucofij/config,DescribeInstanceInformation,0,12,1,0.007476851851851852,0,0.0532,2,1
synthetic_cloudtrail.csv:665,arn:aws:iam::639755451721:user/qnxbkt,/app/znkmne/config,DescribeInstanceInformation,0,13,1,0.008252314814814815,0,0.0509,2,1
synthetic_cloudtrail.csv:666,arn:aws:iam::639755451721:user/qnxbkt,role-axcefe,ListGroupsForUser,0,14,1,0.008958333333333334,0,0.0571,4,1
synthetic_cloudtrail.csv:667,arn:aws:iam::639755451721:user/qnxbkt,aws_service,GetRegionOptStatus,0,15,5,0.009722222222222222,0,0.0604,2,1
synthetic_cloudtrail.csv:668,arn:aws:iam::639755451721:user/qnxbkt,aws_service,DescribeInstances,0,16,6,0.01099537037037037,0,0.0599,3,1
synthetic_cloudtrail.csv:669,arn:aws:iam::639755451721:user/qnxbkt,i-asijksghhwhshxfcr,DescribeSecurityGroups,0,17,1,0.012303240740740741,0,0.0535,3,1
synthetic_cloudtrail.csv:670,arn:aws:iam::639755451721:user/qnxbkt,aws_service,DescribeVpcs,0,18,7,0.013449074074074073,0,0.052,3,1
synthetic_cloudtrail.csv:671,arn:aws:iam::639755451721:user/qnxbkt,aws_service,DescribeVpcs,0,19,8,0.014664351851851852,0,0.0504,3,1
synthetic_cloudtrail.csv:672,arn:aws:iam::639755451721:user/qnxbkt,i-aqrhbavntxocfbycj,DescribeSubnets,0,20,1,0.015543981481481482,0,0.0471,3,1
synthetic_cloudtrail.csv:673,arn:aws:iam::878697907395:user/pvzltxap,role-pxgrot,ListAccessKeys,0,1,1,0.0,0,0.0225,4,1
synthetic_cloudtrail.csv:674,arn:aws:iam::750985025961:user/suqaip,db-blacti,DescribeDBInstances,0,1,1,0.0,0,0.0141,2,1
synthetic_cloudtrail.csv:675,arn:aws:iam::878697907395:user/pvzltxap,mgmt-trail-grpuvt,DescribeTrails,0,2,1,0.00024305555555555555,0,0.0353,2,1
synthetic_cloudtrail.csv:676,arn:aws:iam::878697907395:user/pvzltxap,role-zpoiqz,GetCallerIdentity,0,3,1,0.00037037037037037035,0,0.0676,2,1
synthetic_cloudtrail.csv:677,arn:aws:iam::750985025961:user/suqaip,data-xtkwbq-bucket,GetBucketLogging,0,2,1,0.00042824074074074075,0,0.0248,3,1
synthetic_cloudtrail.csv:678,arn:aws:iam::878697907395:user/pvzltxap,role-sjezfu,CreateRole,1,4,1,0.0006828703703703704,1,0.2859,4,1
synthetic_cloudtrail.csv:679,arn:aws:iam::750985025961:user/suqaip,aws_service,DescribeInstances,0,3,1,0.0006712962962962962,0,0.0347,3,1
synthetic_cloudtrail.csv:680,arn:aws:iam::878697907395:user/pvzltxap,role-sjezfu,PutRolePolicy,1,5,2,0.0012962962962962963,1,0.293,4,1
synthetic_cloudtrail.csv:681,arn:aws:iam::750985025961:user/suqaip,aws_service,GetUserPolicy,0,4,2,0.0010879629629629629,0,0.0493,4,1
synthetic_cloudtrail.csv:682,arn:aws:iam::878697907395:user/pvzltxap,/app/gzeybj/config,DescribeInstanceInformation,0,6,1,0.001736111111111111,1,0.2183,2,1
synthetic_cloudtrail.csv:683,arn:aws:iam::878697907395:user/pvzltxap,alias/envnmx,DescribeKey,0,7,1,0.001851851851851852,1,0.1669,5,1
synthetic_cloudtrail.csv:684,arn:aws:iam::750985025961:user/suqaip,alias/nchxbk,ListKeys,0,5,1,0.001979166666666667,0,0.0463,5,1
synthetic_cloudtrail.csv:685,arn:aws:iam::878697907395:user/pvzltxap,aws_service,DescribeInstanceInformation,0,8,1,0.0022569444444444442,1,0.1297,2,1
synthetic_cloudtrail.csv:686,arn:aws:iam::878697907395:user/pvzltxap,aws_service,GetRole,0,9,2,0.002800925925925926,1,0.1063,4,1
synthetic_cloudtrail.csv:687,arn:aws:iam::750985025961:user/suqaip,aws_service,DescribeDBInstances,0,6,3,0.002962962962962963,0,0.0461,2,1
synthetic_cloudtrail.csv:688,arn:aws:iam::750985025961:user/suqaip,/app/iwbptu/config,GetParameter,0,7,1,0.003472222222222222,0,0.0438,2,1
synthetic_cloudtrail.csv:689,arn:aws:iam::878697907395:user/pvzltxap,aws_service,RebootInstances,0,10,3,0.0038310185185185183,1,0.0969,3,1
synthetic_cloudtrail.csv:690,arn:aws:iam::750985025961:user/suqaip,alias/myrtoj,DescribeKey,0,8,1,0.0037847222222222223,0,0.0443,5,1
synthetic_cloudtrail.csv:691,arn:aws:iam::750985025961:user/suqaip,db-nghsqm,DescribeDBInstances,0,9,1,0.004027777777777778,0,0.0442,2,1
synthetic_cloudtrail.csv:692,arn:aws:iam::750985025961:user/suqaip,prod/db/gpvatq,PutSecretValue,0,10,1,0.005231481481481481,1,0.0483,5,1
synthetic_cloudtrail.csv:693,arn:aws:iam::750985025961:user/suqaip,data-nyhrvg-bucket,GetBucketAcl,0,11,1,0.005925925925925926,1,0.0412,3,1
synthetic_cloudtrail.csv:694,arn:aws:iam::750985025961:user/suqaip,aws_service,DescribeSubnets,0,12,4,0.006805555555555555,1,0.0404,3,1
synthetic_cloudtrail.csv:695,arn:aws:iam::505373190076:user/csoere,alias/lsprtj,DescribeKey,0,1,1,0.0,0,0.0132,5,1
synthetic_cloudtrail.csv:696,arn:aws:iam::505373190076:user/csoere,aws_service,ListRolePolicies,0,2,1,0.0002777777777777778,0,0.0307,4,1
synthetic_cloudtrail.csv:697,arn:aws:iam::505373190076:user/csoere,/app/zbxhqm/config,PutParameter,0,3,1,0.0008796296296296296,1,0.037,2,1
synthetic_cloudtrail.csv:698,arn:aws:iam::505373190076:user/csoere,aws_service,GetRegionOptStatus,0,4,2,0.0014699074074074074,1,0.0455,2,1
synthetic_cloudtrail.csv:699,arn:aws:iam::505373190076:user/csoere,aws_service,DescribeInstanceInformation,0,5,3,0.0022800925925925927,1,0.0443,2,1
synthetic_cloudtrail.csv:700,arn:aws:iam::505373190076:user/csoere,aws_service,DescribeSecurityGroups,0,6,4,0.002511574074074074,1,0.0423,3,1
synthetic_cloudtrail.csv:701,arn:aws:iam::505373190076:user/csoere,alias/esnsgt,ListKeys,0,7,1,0.0026041666666666665,1,0.0411,5,1
synthetic_cloudtrail.csv:702,arn:aws:iam::505373190076:user/csoere,aws_service,GetUser,0,8,5,0.0027314814814814814,1,0.0433,4,1
synthetic_cloudtrail.csv:703,arn:aws:iam::505373190076:user/csoere,db-rdjfwy,DescribeDBInstances,0,9,1,0.0036805555555555554,1,0.0432,2,1
synthetic_cloudtrail.csv:704,arn:aws:iam::817683145459:user/astltg,alias/aaumzb,ListKeys,0,1,1,0.0,0,0.0112,5,1
synthetic_cloudtrail.csv:705,arn:aws:iam::817683145459:user/astltg,prod/db/vpmgfd,GetSecretValue,0,2,1,0.0008449074074074074,0,0.1263,5,1
synthetic_cloudtrail.csv:706,arn:aws:iam::817683145459:user/astltg,aws_service,GetRegionOptStatus,0,3,1,0.0016550925925925926,0,0.1072,2,1
synthetic_cloudtrail.csv:707,arn:aws:iam::817683145459:user/astltg,aws_service,ModifyInstanceAttribute,0,4,2,0.0023148148148148147,1,0.0923,3,1
synthetic_cloudtrail.csv:708,arn:aws:iam::817683145459:user/astltg,prod/db/zfvzzd,RotateSecret,0,5,1,0.0033796296296296296,1,0.0834,5,1
synthetic_cloudtrail.csv:709,arn:aws:iam::817683145459:user/astltg,/app/jyqtry/config,DescribeInstanceInformation,0,6,1,0.0044444444444444444,1,0.0705,2,1
synthetic_cloudtrail.csv:710,arn:aws:iam::817683145459:user/astltg,alias/ludhuo,ListKeys,0,7,1,0.005277777777777778,1,0.0603,5,1
synthetic_cloudtrail.csv:711,arn:aws:iam::817683145459:user/astltg,aws_service,DescribeVpcs,0,8,3,0.006111111111111111,1,0.0559,3,1
synthetic_cloudtrail.csv:712,arn:aws:iam::817683145459:user/astltg,aws_service,ModifyInstanceAttribute,0,9,4,0.006516203703703704,1,0.0558,3,1
synthetic_cloudtrail.csv:713,arn:aws:iam::817683145459:user/astltg,aws_service,DescribeSecurityGroups,0,10,5,0.006585648148148148,1,0.05,3,1
synthetic_cloudtrail.csv:714,arn:aws:iam::817683145459:user/astltg,aws_service,DescribeSecurityGroups,0,11,6,0.007141203703703703,1,0.0457,3,1
synthetic_cloudtrail.csv:715,arn:aws:iam::817683145459:user/astltg,aws_service,DescribeDBInstances,0,12,7,0.008310185185185184,1,0.0445,2,1
synthetic_cloudtrail.csv:716,arn:aws:iam::099304124385:user/azydxn,prod/db/dsvcnk,RotateSecret,0,1,1,0.0,1,0.018,5,1
synthetic_cloudtrail.csv:717,arn:aws:iam::099304124385:user/azydxn,prod/db/lmgiww,PutSecretValue,0,2,1,0.0006828703703703704,1,0.0293,5,1
synthetic_cloudtrail.csv:718,arn:aws:iam::099304124385:user/azydxn,aws_service,GetRegionOptStatus,0,3,1,0.0014236111111111112,1,0.0385,2,1
synthetic_cloudtrail.csv:719,arn:aws:iam::099304124385:user/azydxn,aws_service,DescribeSubnets,0,4,2,0.0021527777777777778,1,0.0382,3,1
synthetic_cloudtrail.csv:720,arn:aws:iam::099304124385:user/azydxn,data-pzclgu-bucket,GetBucketLogging,0,5,1,0.0033564814814814816,1,0.0412,3,1
synthetic_cloudtrail.csv:721,arn:aws:iam::099304124385:user/azydxn,/app/hwhhcs/config,GetParameter,0,6,1,0.00369212962962963,1,0.0401,2,1
synthetic_cloudtrail.csv:722,arn:aws:iam::099304124385:user/azydxn,role-ewferc,GetUser,0,7,1,0.004780092592592593,1,0.0421,4,1
synthetic_cloudtrail.csv:723,arn:aws:iam::099304124385:user/azydxn,prod/db/ynoayk,GetSecretValue,0,8,1,0.004849537037037037,1,0.1449,5,1
synthetic_cloudtrail.csv:724,arn:aws:iam::144872442041:user/tmvgxhs,role-ygioqt,ListAttachedUserPolicies,0,1,1,0.0,0,0.0205,4,1
synthetic_cloudtrail.csv:725,arn:aws:iam::144872442041:user/tmvgxhs,i-pjdjajenphcxldsai,DescribeInstances,0,2,1,0.00032407407407407406,0,0.0313,3,1
synthetic_cloudtrail.csv:726,arn:aws:iam::144872442041:user/tmvgxhs,prod/db/kagajy,ListSecrets,0,3,1,0.0006597222222222222,0,0.0444,5,1
synthetic_cloudtrail.csv:727,arn:aws:iam::144872442041:user/tmvgxhs,data-jzfnqv-bucket,ListBuckets,0,4,1,0.0006944444444444445,0,0.0657,3,1
synthetic_cloudtrail.csv:728,arn:aws:iam::144872442041:user/tmvgxhs,role-mllcqb,GetAccountSummary,0,5,1,0.0007986111111111112,0,0.0674,4,1
synthetic_cloudtrail.csv:729,arn:aws:iam::144872442041:user/tmvgxhs,role-oekube,PutRolePolicy,1,6,1,0.0008564814814814815,1,0.1495,4,1
synthetic_cloudtrail.csv:730,arn:aws:iam::144872442041:user/tmvgxhs,/app/cpsllj/config,GetParameter,0,7,1,0.0010300925925925926,1,0.1156,2,1
synthetic_cloudtrail.csv:731,arn:aws:iam::144872442041:user/tmvgxhs,prod/db/myfeor,PutSecretValue,0,8,1,0.0012847222222222223,1,0.097,5,1
synthetic_cloudtrail.csv:732,arn:aws:iam::144872442041:user/tmvgxhs,aws_service,RebootInstances,0,9,1,0.0015046296296296296,1,0.0893,3,1
synthetic_cloudtrail.csv:733,arn:aws:sts::123190046324:assumed-role/AutoScalingRole/mlarghjdtjlpblhc,/app/pcbsxt/config,GetParameter,0,1,1,0.0,0,0.0107,2,1
synthetic_cloudtrail.csv:734,arn:aws:sts::123190046324:assumed-role/AutoScalingRole/mlarghjdtjlpblhc,alias/gmcqne,ListKeys,0,2,1,0.00034722222222222224,0,0.0182,5,1
synthetic_cloudtrail.csv:735,arn:aws:sts::123190046324:assumed-role/AutoScalingRole/mlarghjdtjlpblhc,i-mdofczqeqmmmpfgcc,DescribeInstances,0,3,1,0.0003935185185185185,0,0.0294,3,1
synthetic_cloudtrail.csv:736,arn:aws:sts::123190046324:assumed-role/AutoScalingRole/mlarghjdtjlpblhc,aws_service,DescribeInstances,0,4,1,0.0006597222222222222,0,0.037,3,1
